Fleetio ID,Name,Contact Email,Contact Name,Contact Phone,External ID,Notes,Phone,Street Address,Street Address Line 2,City,State/Province/Region,Postal Code,Country,Labels,Tools,Charging,Fuel,Parts,Service,Vehicle,Latitude,Longitude,Website,Preferred,Network Status,Rating,Minority Owned (MBE),Women Owned (WBE),Archived At (Pacific Time (US & Canada)),Watchers,Created On (Pacific Time (US & Canada)),Updated On (Pacific Time (US & Canada))
3001040,RB Auction,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/05/2023 03:36:30 PM,01/25/2023 03:27:14 PM
3001069,Redco Concrete Solutions,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/05/2023 04:16:19 PM,01/30/2023 09:19:11 AM
3046601,Rodland Toyota,,,,,,425-353-1111,6816 Evergreen Way,,Everett,Washington,98203,US,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,47.93564490000001,-122.2202224,,FALSE,In Network,0,FALSE,FALSE,,Raschel Robinson,01/20/2023 09:57:08 AM,01/20/2023 09:57:08 AM
10423770,Seaview Buick GMC,,,,,,4253294761,17909 Hwy 99,,Lynnwood,Washington,98037,US,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,47.83654929999999,-122.3005066,https://www.seaviewautocenter.com/,FALSE,In Network,0,FALSE,FALSE,,Raschel Robinson,09/16/2024 11:56:11 AM,09/16/2024 11:57:01 AM
10423770,Seaview Buick GMC,,,,,,4253294761,17909 Hwy 99,,Lynnwood,Washington,98037,US,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,47.83654929999999,-122.3005066,https://www.seaviewautocenter.com/,FALSE,In Network,0,FALSE,FALSE,,Raschel Robinson,09/16/2024 11:56:11 AM,09/16/2024 11:57:01 AM
3017895,Signal Trailer Sales,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:14 AM,01/11/2023 11:50:14 AM
10788320,Signal Trailer Service,info@signaltrailer.com,Terry Valleck,4252528525,,,4252528525,1871 Ross Ave ste e,,Everett,Washington,98201,US,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48.0120229,-122.1759238,https://www.signaltrailer.com,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,12/20/2024 02:04:06 PM,12/20/2024 02:04:06 PM
3001047,Smokey Point GMC,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/05/2023 03:36:40 PM,01/25/2023 03:11:10 PM
3017918,SOS Equipment,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:38 AM,01/25/2023 03:11:45 PM
3198086,Sound Tractor,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Brian Deller,03/08/2023 12:53:25 PM,03/08/2023 12:53:25 PM
3001068,Springbrook,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/05/2023 04:09:46 PM,01/05/2023 04:09:46 PM
3017900,Star,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:21 AM,01/11/2023 11:50:21 AM
3017919,Star Rentals,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:38 AM,01/11/2023 11:50:38 AM
3017894,Tim's Masonry,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:11 AM,01/11/2023 11:50:11 AM
3094123,T-Mobile,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,02/02/2023 02:45:44 PM,02/02/2023 02:45:44 PM
3198078,Tom Kelly,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Brian Deller,03/08/2023 12:53:16 PM,03/08/2023 12:53:16 PM
3017907,Total,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:33 AM,01/11/2023 11:50:33 AM
3017906,Total Rental,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:32 AM,01/11/2023 11:50:32 AM
4892521,TR Transmissions LLC,,,,,,425-387-2589,10620 20th St SE,,Lake Stevens,Washington,98258,US,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47.9776755,-122.0880892,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,02/05/2024 12:15:21 PM,02/05/2024 12:15:21 PM
3198085,United Rental,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Brian Deller,03/08/2023 12:53:23 PM,03/08/2023 12:53:23 PM
3086357,United Rentals,,Ron Whyte,,,,425-259-6108,2810 Highland Ave,,Everett,Washington,98201,US,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,47.9800747,-122.1862951,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/31/2023 03:28:33 PM,01/31/2023 03:28:33 PM
3017920,United Rentals,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:38 AM,01/11/2023 11:50:38 AM
8423080,valvoline instant oil change,,,,,,,2411 Broadway,,Everett,,98201,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47.9853085,-122.2010187,,FALSE,In Network,0,FALSE,FALSE,,Tim Bjella,04/15/2024 11:07:58 AM,04/15/2024 11:07:58 AM
8423080,valvoline instant oil change,,,,,,,2411 Broadway,,Everett,,98201,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47.9853085,-122.2010187,,FALSE,In Network,0,FALSE,FALSE,,Tim Bjella,04/15/2024 11:07:58 AM,04/15/2024 11:07:58 AM
3017896,VR Sales,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:14 AM,01/11/2023 11:50:14 AM
3017904,White Cap,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:31 AM,01/11/2023 11:50:31 AM
3017912,Williams,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,Needs Invite,,FALSE,FALSE,,Raschel Robinson,01/11/2023 11:50:34 AM,01/11/2023 11:50:34 AM
